construction_year_class;heating_system;living_area_class;residential_type;occupancy_status;heating_fuel;energy_class;IPONDL;energy_consumption;surface
[1991, 2005];Chauffage urbain;Moins de 30 m²;apartment;renter;other;E;7809;277.0159622034523;22.609346456117468
[1991, 2005];Chauffage urbain;Moins de 30 m²;apartment;renter;other;F;3068;378.926438848647;22.609346456117464
[1991, 2005];Chauffage urbain;Moins de 30 m²;apartment;renter;other;G;726;537.2098736003888;22.60934645611747
[1991, 2005];Chauffage urbain;Moins de 30 m²;house;free accomodation;other;C;1;105.44090051500305;24.46388471459012
[1991, 2005];Chauffage urbain;Moins de 30 m²;house;free accomodation;other;D;1;189.77731878429216;24.46388471459012
[1991, 2005];Chauffage urbain;Moins de 30 m²;house;free accomodation;other;E;8;257.75115149595945;24.463884714590122
[1991, 2005];Chauffage urbain;Moins de 30 m²;house;free accomodation;other;F;4;370.61325921897674;24.46388471459012
[1991, 2005];Chauffage urbain;Moins de 30 m²;house;low rent housing;other;E;3;315.0574669634967;24.46388471459012
[1991, 2005];Chauffage urbain;Moins de 30 m²;house;low rent housing;other;F;1;339.5272085587588;24.46388471459012
[1991, 2005];Chauffage urbain;Moins de 30 m²;house;owner;other;D;1;182.63347625935864;24.46388471459012
[1991, 2005];Chauffage urbain;Moins de 30 m²;house;renter;other;C;5;134.70162331151363;24.463884714590115
[1991, 2005];Chauffage urbain;Moins de 30 m²;house;renter;other;D;17;181.67304634479433;24.463884714590122
[1991, 2005];Chauffage urbain;Moins de 30 m²;house;renter;other;E;45;292.07896868696196;24.46388471459012
[1991, 2005];Chauffage urbain;Moins de 30 m²;house;renter;other;F;34;380.84621708100445;24.463884714590115
[1991, 2005];Chauffage urbain;Moins de 30 m²;house;renter;other;G;24;556.9122433940506;24.46388471459012
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;free accomodation;electricity;B;4;85.36507568838887;165.9659677551802
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;free accomodation;electricity;C;49;126.66285905176936;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;free accomodation;electricity;D;64;181.19620727514393;165.9659677551802
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;free accomodation;electricity;E;67;265.1748574279343;165.9659677551802
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;free accomodation;electricity;F;28;368.7431062656356;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;low rent housing;electricity;B;12;75.6055422700985;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;low rent housing;electricity;C;81;127.60238914687689;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;low rent housing;electricity;D;177;193.18610746470316;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;low rent housing;electricity;E;135;267.83041097053433;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;low rent housing;electricity;F;53;371.7498314398197;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;low rent housing;electricity;G;1;472.25213402262744;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;owner;electricity;A;14;39.72488185321493;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;owner;electricity;B;239;79.8551840094693;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;owner;electricity;C;1597;119.91127291546495;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;owner;electricity;D;3045;190.22229544062412;165.96596775518026
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;owner;electricity;E;2888;264.0832986092016;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;owner;electricity;F;850;368.5356358743213;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;owner;electricity;G;63;497.8891917497482;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;renter;electricity;B;63;78.9541071660683;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;renter;electricity;C;371;122.53821103931092;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;renter;electricity;D;667;189.8397759620398;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;renter;electricity;E;753;262.58344371415114;165.96596775518023
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;renter;electricity;F;206;368.6686888731982;165.96596775518026
[1991, 2005];Chauffage électrique;120 m² ou plus;apartment;renter;electricity;G;20;515.1192813080255;165.96596775518026
[1991, 2005];Chauffage électrique;120 m² ou plus;house;free accomodation;electricity;A;4;40.59890282089682;169.08829758368287
[1991, 2005];Chauffage électrique;120 m² ou plus;house;free accomodation;electricity;B;21;62.81736180952661;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;free accomodation;electricity;C;147;129.02134846680138;169.08829758368287
[1991, 2005];Chauffage électrique;120 m² ou plus;house;free accomodation;electricity;D;620;190.84387236090927;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;free accomodation;electricity;E;562;272.35865722437416;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;free accomodation;electricity;F;171;369.2851667105907;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;free accomodation;electricity;G;19;492.1903267765858;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;low rent housing;electricity;A;2;38.80155216017869;169.08829758368293
[1991, 2005];Chauffage électrique;120 m² ou plus;house;low rent housing;electricity;B;6;72.59566600956455;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;low rent housing;electricity;C;62;126.79787317175342;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;low rent housing;electricity;D;209;188.57114013759497;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;low rent housing;electricity;E;208;266.50982677732924;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;low rent housing;electricity;F;45;368.1439401172242;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;low rent housing;electricity;G;3;458.4978112645591;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;owner;electricity;A;786;36.665385630361016;169.08829758368293
[1991, 2005];Chauffage électrique;120 m² ou plus;house;owner;electricity;B;2307;69.69246898976701;169.08829758368293
[1991, 2005];Chauffage électrique;120 m² ou plus;house;owner;electricity;C;21840;128.45403153185526;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;owner;electricity;D;77396;192.75658292950513;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;owner;electricity;E;77652;270.32010172242275;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;owner;electricity;F;24986;368.4568403301023;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;owner;electricity;G;2291;486.98641454971886;169.08829758368293
[1991, 2005];Chauffage électrique;120 m² ou plus;house;renter;electricity;A;40;42.26069676336165;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;renter;electricity;B;94;69.07943590511356;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;renter;electricity;C;1054;128.3527905037181;169.08829758368293
[1991, 2005];Chauffage électrique;120 m² ou plus;house;renter;electricity;D;3884;193.09298728180752;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;renter;electricity;E;3830;271.07651891885354;169.0882975836829
[1991, 2005];Chauffage électrique;120 m² ou plus;house;renter;electricity;F;1243;370.4379741451633;169.08829758368287
[1991, 2005];Chauffage électrique;120 m² ou plus;house;renter;electricity;G;137;491.5775239188001;169.0882975836829
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;free accomodation;electricity;B;19;79.94629825118741;108.43404330239322
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;free accomodation;electricity;C;113;119.2386685664315;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;free accomodation;electricity;D;244;189.12145644784934;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;free accomodation;electricity;E;215;264.0846464891358;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;free accomodation;electricity;F;54;362.8373564156671;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;free accomodation;electricity;G;4;515.9187773247613;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;low rent housing;electricity;A;3;48.57306314882327;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;low rent housing;electricity;B;72;79.87922030774227;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;low rent housing;electricity;C;432;123.3386894388194;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;low rent housing;electricity;D;721;188.40315285308122;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;low rent housing;electricity;E;712;268.0329441685862;108.43404330239322
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;low rent housing;electricity;F;194;368.77898484144555;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;low rent housing;electricity;G;7;560.3650520299666;108.43404330239325
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;owner;electricity;A;31;37.06203507493849;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;owner;electricity;B;516;78.49079102844078;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;owner;electricity;C;2986;119.85697550828101;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;owner;electricity;D;5718;189.7702412057384;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;owner;electricity;E;6095;264.2965317540909;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;owner;electricity;F;1583;363.7432384407036;108.43404330239325
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;owner;electricity;G;101;504.3025499076832;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;renter;electricity;A;1;15.57719219096713;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;renter;electricity;B;185;80.31508736533307;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;renter;electricity;C;1161;123.23887138958047;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;renter;electricity;D;2275;189.51127608875117;108.43404330239322
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;renter;electricity;E;2270;263.8157649883244;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;renter;electricity;F;593;364.5899263469808;108.43404330239323
[1991, 2005];Chauffage électrique;De 100 à 120 m²;apartment;renter;electricity;G;46;504.5659379653191;108.43404330239322
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;free accomodation;electricity;A;6;33.294221678159325;110.03675066551361
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;free accomodation;electricity;B;18;78.51683642260659;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;free accomodation;electricity;C;252;127.11364254140851;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;free accomodation;electricity;D;828;192.37288573184205;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;free accomodation;electricity;E;871;271.52447011116124;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;free accomodation;electricity;F;321;369.0101157914259;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;free accomodation;electricity;G;19;497.82195011205863;110.03675066551361
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;low rent housing;electricity;A;10;44.564070171709986;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;low rent housing;electricity;B;29;66.92615239425652;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;low rent housing;electricity;C;261;128.12468182881585;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;low rent housing;electricity;D;863;190.4273184408094;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;low rent housing;electricity;E;906;272.7280720076754;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;low rent housing;electricity;F;310;371.5763314335263;110.03675066551364
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;low rent housing;electricity;G;25;482.7157599092861;110.03675066551364
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;owner;electricity;A;866;37.57980325293606;110.03675066551364
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;owner;electricity;B;2032;68.56014145082278;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;owner;electricity;C;20588;129.1901215647674;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;owner;electricity;D;72785;192.17784090112843;110.03675066551364
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;owner;electricity;E;70013;271.17823070537304;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;owner;electricity;F;23708;370.33993098386077;110.03675066551361
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;owner;electricity;G;2219;491.81561152363304;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;renter;electricity;A;127;36.43843980860607;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;renter;electricity;B;249;68.23768304649947;110.03675066551361
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;renter;electricity;C;2600;129.76645365354858;110.03675066551361
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;renter;electricity;D;9032;192.57164798567237;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;renter;electricity;E;9220;270.98099318652567;110.03675066551362
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;renter;electricity;F;2742;369.32678396165545;110.03675066551361
[1991, 2005];Chauffage électrique;De 100 à 120 m²;house;renter;electricity;G;304;490.37175178887594;110.03675066551362
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;free accomodation;electricity;B;8;73.20026022455619;35.301771408852204
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;free accomodation;electricity;C;99;135.40871993672837;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;free accomodation;electricity;D;840;197.10921745808685;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;free accomodation;electricity;E;1232;274.794694505362;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;free accomodation;electricity;F;374;374.7968472696732;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;free accomodation;electricity;G;64;526.4951958309489;35.301771408852204
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;low rent housing;electricity;B;5;70.51397671675188;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;low rent housing;electricity;C;261;132.3193021471484;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;low rent housing;electricity;D;3136;199.5965027937583;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;low rent housing;electricity;E;4332;279.2685696793764;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;low rent housing;electricity;F;1605;373.94732084624144;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;low rent housing;electricity;G;199;524.903110249999;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;owner;electricity;A;3;47.906836166439405;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;owner;electricity;B;21;76.80800307794871;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;owner;electricity;C;528;132.09499374018728;35.30177140885219
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;owner;electricity;D;5748;199.1503272786351;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;owner;electricity;E;6888;275.9671352130479;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;owner;electricity;F;2971;375.062420028369;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;owner;electricity;G;464;540.4009988149422;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;renter;electricity;A;10;32.13410108494342;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;renter;electricity;B;71;81.09105619018237;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;renter;electricity;C;3510;133.66963438263937;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;renter;electricity;D;34320;197.43283386395126;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;renter;electricity;E;47415;276.12296519062005;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;renter;electricity;F;17544;373.2354289187285;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;apartment;renter;electricity;G;2546;517.1239322214113;35.3017714088522
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;free accomodation;electricity;C;4;133.610894214517;35.90875207248893
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;free accomodation;electricity;D;167;200.23114261624036;35.908752072488944
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;free accomodation;electricity;E;274;283.5308371642964;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;free accomodation;electricity;F;109;379.42816917493167;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;free accomodation;electricity;G;32;514.0094224123277;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;low rent housing;electricity;C;12;135.53646258867667;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;low rent housing;electricity;D;168;193.49961819804153;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;low rent housing;electricity;E;267;285.18628873936666;35.908752072488944
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;low rent housing;electricity;F;143;376.1442411661494;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;low rent housing;electricity;G;40;547.9692233801192;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;owner;electricity;C;30;132.0697695276257;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;owner;electricity;D;657;195.5737750100389;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;owner;electricity;E;1380;288.44741965868343;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;owner;electricity;F;754;377.81824692942786;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;owner;electricity;G;147;539.5237381322848;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;renter;electricity;C;80;133.52430459019462;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;renter;electricity;D;1418;195.33385420399398;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;renter;electricity;E;2840;282.5243156482075;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;renter;electricity;F;1550;382.06856304479;35.90875207248894
[1991, 2005];Chauffage électrique;De 30 à 40 m²;house;renter;electricity;G;287;536.3844120048991;35.90875207248894
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;free accomodation;electricity;B;9;75.95391632140999;49.53456450365713
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;free accomodation;electricity;C;120;131.45588964669446;49.534564503657144
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;free accomodation;electricity;D;1504;195.74749532999905;49.53456450365713
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;free accomodation;electricity;E;2266;276.11550475292995;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;free accomodation;electricity;F;774;376.79363091278105;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;free accomodation;electricity;G;147;528.8807625265425;49.53456450365713
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;low rent housing;electricity;A;3;29.708574833014826;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;low rent housing;electricity;B;18;72.21873069350626;49.534564503657144
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;low rent housing;electricity;C;864;133.85101479144086;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;low rent housing;electricity;D;9003;197.62575861791808;49.534564503657144
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;low rent housing;electricity;E;12223;276.336921728525;49.53456450365713
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;low rent housing;electricity;F;5075;373.6823940914686;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;low rent housing;electricity;G;667;522.7612504834073;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;owner;electricity;A;17;47.906836166439405;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;owner;electricity;B;83;82.51404512918415;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;owner;electricity;C;2002;134.4372652852307;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;owner;electricity;D;19854;196.98018314089785;49.534564503657144
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;owner;electricity;E;27783;276.48926532090627;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;owner;electricity;F;10848;373.79587393829263;49.53456450365713
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;owner;electricity;G;1886;538.3903087455833;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;renter;electricity;A;22;22.649043413386735;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;renter;electricity;B;165;79.36681880152713;49.53456450365713
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;renter;electricity;C;5734;133.3627258383196;49.534564503657144
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;renter;electricity;D;55976;197.67422383528182;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;renter;electricity;E;77772;276.5527486724672;49.53456450365714
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;renter;electricity;F;29290;374.75934532043607;49.53456450365713
[1991, 2005];Chauffage électrique;De 40 à 60 m²;apartment;renter;electricity;G;4609;529.7562459419707;49.534564503657144
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;free accomodation;electricity;C;24;135.09977728890203;52.23403589475644
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;free accomodation;electricity;D;298;198.23572989076803;52.234035894756445
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;free accomodation;electricity;E;629;281.90346146735294;52.234035894756445
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;free accomodation;electricity;F;365;373.7578413129563;52.234035894756445
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;free accomodation;electricity;G;69;545.2713696546842;52.23403589475645
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;low rent housing;electricity;C;75;134.93637590184406;52.234035894756445
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;low rent housing;electricity;D;1258;194.63290982847352;52.23403589475644
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;low rent housing;electricity;E;2367;283.84110407247897;52.234035894756445
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;low rent housing;electricity;F;1218;377.70636054218033;52.234035894756445
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;low rent housing;electricity;G;254;551.5393211901059;52.234035894756445
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;owner;electricity;C;167;133.2743945922554;52.23403589475644
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;owner;electricity;D;2698;194.0207394723857;52.23403589475644
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;owner;electricity;E;5289;282.8980247498028;52.234035894756445
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;owner;electricity;F;2550;379.10982012500637;52.23403589475645
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;owner;electricity;G;597;539.5775609380478;52.234035894756445
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;renter;electricity;C;323;132.5280291445295;52.234035894756445
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;renter;electricity;D;4701;195.68246923260995;52.23403589475644
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;renter;electricity;E;9211;281.615084611203;52.23403589475645
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;renter;electricity;F;4919;378.55593526034926;52.23403589475644
[1991, 2005];Chauffage électrique;De 40 à 60 m²;house;renter;electricity;G;1162;540.9063291307839;52.234035894756445
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;free accomodation;electricity;B;20;77.84070349041656;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;free accomodation;electricity;C;412;130.8012983835047;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;free accomodation;electricity;D;1358;191.26405659879202;68.79263436020793
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;free accomodation;electricity;E;1522;270.6741345293257;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;free accomodation;electricity;F;395;365.8604361830157;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;free accomodation;electricity;G;38;490.91688747136305;68.79263436020793
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;low rent housing;electricity;B;183;81.94989177849469;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;low rent housing;electricity;C;3448;127.43103665146491;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;low rent housing;electricity;D;13946;191.21274048865618;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;low rent housing;electricity;E;12951;269.9973945146259;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;low rent housing;electricity;F;3560;363.6802806384523;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;low rent housing;electricity;G;331;489.7900280032792;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;owner;electricity;B;398;77.69529360543744;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;owner;electricity;C;8151;129.66035969121242;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;owner;electricity;D;28964;191.83519062003526;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;owner;electricity;E;29385;268.99871359086546;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;owner;electricity;F;6360;363.23658768159277;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;owner;electricity;G;470;493.8912040910887;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;renter;electricity;A;1;34.44064396645358;68.79263436020791
[1991, 2005];Chauffage électrique;De 60 à 80 m²;apartment;renter;electricity;B;387;78.15184103064449;68.79263436020791
