Date;Autres usages;Climatisation et ventilation;Cuisson;Eclairage;Energie;Industrie hors metallurgie;Metallurgie
2019-09-28 08:00:00;16925.144179681167;830.3362859818424;1502.1219694850804;2719.859312344552;1091.8681356663787;10063.773389012436;1982.6054313028496
2019-09-28 09:00:00;19215.24589013965;873.1920890087963;1771.6128055758033;2742.3819801448135;1106.0978040602079;10194.928576058794;2008.4435743943288
2019-09-28 10:00:00;20878.775054771417;903.8600749294452;1995.4520216843428;2866.7740369609214;1137.105402290062;10480.726297445915;2064.7469255522283
2019-09-28 11:00:00;20414.30938343514;907.1500994017101;3283.077360961881;2748.3820188473615;1119.1147203158132;10314.905911381686;2032.0796181964206
2019-09-28 12:00:00;18596.467099767233;826.7599565948219;5408.7041977958215;2486.0218935758094;1093.8224606267188;10081.786527083357;1986.1541191280432
2019-09-28 13:00:00;20922.511233282;878.1913399236287;3809.7812526351067;2696.719739334028;1171.4229661015913;10797.031986159684;2127.0604592783675
2019-09-28 14:00:00;21805.922429017344;900.382045183299;1695.4909307105518;2677.4765460239337;1154.9403972697403;10645.112109977665;2097.1316115448453
2019-09-28 15:00:00;21133.131862732767;895.5341732620096;1078.2851491564368;2601.812514196327;1147.6947632340582;10578.328903666406;2083.9750403742396
2019-09-28 16:00:00;20004.11428146633;884.6172464008397;1098.3503555551501;2572.472518650235;1137.4591495680495;10483.986801236246;2065.3892591891604
2019-09-28 17:00:00;18744.307655024975;845.6019049710964;1420.6867156622259;2951.6541063302725;1103.1619124338517;10167.868347987112;2003.1125885628587
2019-09-28 18:00:00;17802.85643876762;860.0053714412767;2767.7444279806823;3101.7479511956635;1051.3020971978426;9689.875316208485;1908.9459512080389
2019-09-28 19:00:00;16593.983577978997;845.4319209883303;4817.579842453004;3228.604232217538;1079.9279914207784;9953.72089734668;1960.9246268034863
2019-09-28 20:00:00;16471.17151928129;907.7157662498645;5108.190652090129;3649.187303158661;1206.2338866501009;11117.885191632311;2190.2698883296443
2019-09-28 21:00:00;16366.081820558338;853.2544483741447;2204.919908703267;4662.594804206363;1198.1169983547695;11043.071644284295;2175.5313013778346
